id,dl_inserted_at,resources_engine,resources_resource_crc,resources_resource_stock_crc,resources_resource_stock_status,resources_resource_stock_stock_level,resources_resource_stock_version_nbr,resources_resource_stock_stock_end_dt,resources_resource_stock_stock_start_dt,resources_resource_status,resources_resource_category_crc,resources_resource_category_status,resources_resource_category_category_id,resources_resource_category_category_name,resources_resource_category_category_defn_state,resources_resource_comments,resources_resource_favorite,resources_resource_edit_perm,resources_resource_comment_id,resources_resource_assign_perm,resources_resource_last_mod_dt,resources_resource_resource_id,resources_resource_instructions,resources_resource_last_mod_user,resources_resource_resource_name,resources_resource_schedule_perm,resources_resource_instruction_id,resources_resource_current_stock_level,resources_resource_category,resources_resource_stock
314,2025-10-08 17:39:03.122711,accl,00000021,00000022,est,5.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391927,C,2017-03-09T14:30:14-05:00,314,,service25,BUMC - Recycle Bin,F,391928,5,,
400,2025-10-08 17:39:03.448641,accl,00000021,00000024,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392156,C,2017-03-09T14:54:09-05:00,400,,service25,BUMC - SDM AV Staff,F,392157,2,,
401,2025-10-08 17:39:03.780376,accl,00000021,00000021,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392158,C,2017-03-09T14:54:27-05:00,401,,service25,BUMC - SDM IT Staff support,F,392159,2,,
455,2025-10-08 17:39:04.106490,accl,00000021,00000021,est,1.0,3.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,436812,C,2017-06-28T08:44:06-04:00,455,,r25admin,BUMC - Set up under 48hrs in advance,F,436813,1,,
375,2025-10-08 17:39:04.460282,accl,00000022,00000021,est,6.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2025-04-29T11:52:41-04:00,375,,bumcfa04@bu.edu,BUMC - SMK Link Laser Pointer (Green),F,,6,,
376,2025-10-08 17:39:04.784548,accl,00000022,00000021,est,5.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2025-04-29T11:53:32-04:00,376,,bumcfa04@bu.edu,BUMC - SMK Link Laser Pointer (Red),F,,5,,
394,2025-10-08 17:39:05.111736,accl,00000022,00000021,est,8.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2025-04-29T11:51:59-04:00,394,,bumcfa04@bu.edu,BUMC - Spotlight Remote,F,,8,,
540,2025-10-08 17:39:05.440084,accl,00000022,00000021,est,1.0,1.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2025-09-25T13:30:57-04:00,540,,bumcfa04@bu.edu,BUMC - Studio- Client Trained,F,,1,,
317,2025-10-08 17:39:05.760281,accl,00000021,00000021,est,24.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391933,C,2017-03-09T14:31:09-05:00,317,,service25,BUMC - Table Cloth 8ft/6ft Rectangular,F,391934,24,,
318,2025-10-08 17:39:06.088695,accl,00000021,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391935,C,2017-03-09T14:31:21-05:00,318,,service25,BUMC - Table-L Basement,F,391936,1,,
319,2025-10-08 17:39:06.432965,accl,00000021,00000023,est,1.0,2.0,2100-01-01,2016-12-22,est,,,,,,,F,F,391937,C,2017-03-09T14:31:38-05:00,319,,service25,BUMC - Talbot Green Tent SETUP,F,391938,1,"[{'crc': '00000021', 'status': 'est', 'category_id': 321, 'category_name': 'Building - Talbot', 'category_defn_state': 1}, {'crc': '00000021', 'status': 'est', 'category_id': 307, 'category_name': 'BUMC - Facilities Mgt.', 'category_defn_state': 1}]",
403,2025-10-08 17:39:06.756959,accl,00000021,00000021,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392163,C,2017-03-09T14:55:01-05:00,403,,service25,BUMC - Tripod (Large),F,392164,2,,
404,2025-10-08 17:39:07.087333,accl,00000021,00000021,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392165,C,2017-03-09T14:55:14-05:00,404,,service25,BUMC - Tripod (Small),F,392166,2,,
405,2025-10-08 17:39:07.457520,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392168,C,2017-03-09T14:55:31-05:00,405,,service25,BUMC - Tripod (XL - Fluid head),F,392169,1,,
407,2025-10-08 17:39:07.784710,accl,00000022,00000021,est,50.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2022-02-17T13:22:42-05:00,407,,BUMC FA2,BUMC - Turning - Clicker (Ed Media),F,,50,,
406,2025-10-08 17:39:08.114921,accl,00000022,00000021,est,200.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2022-02-17T13:22:17-05:00,406,,BUMC FA2,BUMC - Turning - Clicker (SPH),F,,200,,
408,2025-10-08 17:39:08.450102,accl,00000022,00000021,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2022-02-17T13:22:59-05:00,408,,BUMC FA2,BUMC - Turning - Long Range Receiver,F,,2,,
409,2025-10-08 17:39:08.765903,accl,00000022,00000021,est,8.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2022-02-17T13:23:16-05:00,409,,BUMC FA2,BUMC - Turning - Receiver (Ed Media),F,,8,,
513,2025-10-08 17:39:09.093075,accl,00000021,00000021,est,1.0,2.0,2100-12-31,2019-02-11,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,768777,C,2019-02-11T14:56:59-05:00,513,,BUMC FA2,BUMC - USB 360 Webcam (Meeting Owl),F,768778,1,,
413,2025-10-08 17:39:09.436246,accl,00000021,00000021,est,3.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392226,C,2017-03-09T14:57:38-05:00,413,,service25,BUMC - USB desktop microphone,F,392227,3,,
410,2025-10-08 17:39:09.792728,accl,00000021,00000021,est,3.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392212,C,2017-03-09T14:56:52-05:00,410,,service25,BUMC - USB Extension Cable,F,392213,3,,
414,2025-10-08 17:39:10.134725,accl,00000021,00000021,est,3.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392228,C,2017-03-09T14:57:53-05:00,414,,service25,BUMC - USB headset,F,392229,3,,
490,2025-10-08 17:39:10.455214,accl,00000022,,,,,,,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,515726,C,2017-10-23T15:59:46-04:00,490,,BUMC FA2,BUMC - USB Mic/Speaker (Jabra 810:Large),F,515727,3,,"[{'crc': '00000022', 'status': 'est', 'stock_level': 3, 'version_nbr': 5, 'stock_end_dt': '2100-12-31', 'stock_start_dt': '2019-02-11'}, {'crc': '00000022', 'status': 'est', 'stock_level': 2, 'version_nbr': 4, 'stock_end_dt': '2019-02-11', 'stock_start_dt': '2016-12-22'}]"
411,2025-10-08 17:39:10.783272,accl,00000021,00000022,est,5.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392222,C,2017-03-09T14:57:07-05:00,411,,service25,BUMC - USB Microphone/Speaker (Jabra),F,392223,5,,
448,2025-10-08 17:39:11.101147,accl,00000021,00000022,est,3.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,393586,C,2017-03-10T11:51:10-05:00,448,,service25,BUMC - USB Webcam,F,393587,3,,
415,2025-10-08 17:39:11.443073,accl,00000021,00000021,est,3.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392230,C,2017-03-09T14:58:07-05:00,415,,service25,BUMC - VGA DA (1X6),F,392231,3,,
416,2025-10-08 17:39:11.778742,accl,00000021,00000021,est,5.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392232,C,2017-03-09T14:58:22-05:00,416,,service25,BUMC - VGA Extension,F,392233,5,,
417,2025-10-08 17:39:12.112802,accl,00000021,00000021,est,4.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392234,C,2017-03-09T14:58:37-05:00,417,,service25,BUMC - VGA Switcher,F,392235,4,,
480,2025-10-08 17:39:12.455660,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,436910,C,2017-06-28T13:47:43-04:00,480,,BUMC FAx,BUMC - Video Streaming - Kaltura,F,436911,1,,
465,2025-10-08 17:39:12.781687,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,436865,C,2017-06-28T12:12:24-04:00,465,,BUMC FAx,BUMC - Video Streaming - LiveStream,F,436866,1,,
418,2025-10-08 17:39:13.105787,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392236,C,2017-03-09T14:58:51-05:00,418,,service25,BUMC - VTC - tandberg 6000 (IP),F,392237,1,,
419,2025-10-08 17:39:13.434259,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392238,C,2017-03-09T14:59:06-05:00,419,,service25,BUMC - VTC-Tandberg Edge 95 MXP(ISDN&IP),F,392239,1,,
320,2025-10-08 17:39:13.757045,accl,00000021,00000023,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391939,C,2017-03-09T14:32:18-05:00,320,,service25,BUMC - Wheelchair Access Lift - Bakst,F,391940,1,,
443,2025-10-08 17:39:14.068622,accl,00000021,00000021,est,3.0,3.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392288,C,2017-03-09T15:05:26-05:00,443,,service25,BUMC - White Board- Mobile (Rolling),F,392289,3,,
444,2025-10-08 17:39:14.430106,accl,00000021,00000021,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392290,C,2017-03-09T15:05:40-05:00,444,,service25,BUMC - Wired - Hand Held Mic,F,392291,2,,
445,2025-10-08 17:39:14.765309,accl,00000022,00000022,est,2.0,3.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392292,C,2017-06-28T12:07:56-04:00,445,,BUMC FAx,BUMC - Wireless Hand Held Mic,F,392293,2,,
446,2025-10-08 17:39:15.078717,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392294,C,2017-03-09T15:06:15-05:00,446,,service25,BUMC - Wireless LAV Kit,F,392295,1,,
481,2025-10-08 17:39:15.397858,accl,00000021,00000021,est,2.0,3.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,436912,C,2017-06-28T13:57:20-04:00,481,,BUMC FAx,BUMC - Wireless Mic - Catchbox,F,436913,2,,
420,2025-10-08 17:39:15.719353,accl,00000022,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392240,C,2017-06-28T14:01:23-04:00,420,,BUMC FAx,BUMC - Wireless Mic Package (Quad Kit),F,392241,1,,
497,2025-10-08 17:39:16.031716,accl,00000022,00000021,est,100.0,3.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2025-04-10T15:25:42-04:00,497,,bumcfa02@bu.edu,BUMC - Zoom - Client's Account,F,,100,,
498,2025-10-08 17:39:16.363530,accl,00000021,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,612146,C,2018-04-11T16:24:44-04:00,498,,BUMC FA1,BUMC - Zoom - EdMedia's Account,F,612147,1,,
487,2025-10-08 17:39:16.686758,accl,00000022,00000022,est,5.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,485584,C,2019-08-30T13:03:07-04:00,487,,BUMC FA2,BUMC - Zoom - Remote CART,F,485585,5,,
519,2025-10-08 17:39:17.008494,accl,00000021,00000021,est,1.0,4.0,2100-01-01,2020-07-22,est,00000021,est,308.0,BUMC - LETS,1.0,Labor charged separately,F,F,1033751,C,2020-08-31T13:39:35-04:00,519,,BUMC FAa,BUMC - ZOOM WEBINAR 1000,F,,1,,
538,2025-10-08 17:39:17.331370,accl,00000027,00000021,est,2.0,2.0,2099-08-14,2025-08-13,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,,C,2025-08-14T08:25:43-04:00,538,,bumcfa03@bu.edu,Hospital Sim Tech - BMC Staff,F,,2,,
539,2025-10-08 17:39:17.688165,accl,00000028,00000021,est,2.0,2.0,2099-08-14,2025-08-13,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,,C,2025-08-15T11:07:30-04:00,539,,bumcfa03@bu.edu,Hospital Sim Tech - BU Staff,F,,2,,
